station/location,date,gre000d0,hto000d0,nto000d0,prestad0,rre150d0,sre000d0,tre200d0,tre200dn,tre200dx,ure200d0
SMA,20181130,15,0,100,951.3,3.1,0,5.2,2.5,6.5,87.3
SMA,20181201,55,0,46,952.4,0.6,174,5.8,4.6,8.5,87.3
SMA,20181202,9,0,96,947.2,33.7,0,6.8,5.1,8.4,88.1
SMA,20181203,31,0,100,946.7,15.2,4,10.7,8.7,13,84.9
SMA,20181204,42,0,96,955.5,5.3,54,7.8,5.2,10.1,87.7
SMA,20181205,26,0,100,957.8,2.7,0,6.3,5.3,7.6,94.2
SMA,20181206,28,0,96,956.7,0.8,49,8.6,6.6,10.9,87.7
SMA,20181207,36,0,92,951.3,4.3,50,9.2,4.8,11.4,78.7
SMA,20181208,27,0,96,951.2,4.5,4,5.9,3.9,7.8,71.1
SMA,20181209,28,0,100,946.3,12.4,22,6,3.7,9,82.1
SMA,20181210,13,0,96,957.4,5.6,0,3.6,1.5,5,83.8
SMA,20181211,62,0,83,957.7,0,224,1,-2,3.9,85.4
SMA,20181212,72,0,71,954.4,0,434,-1.1,-3.3,1.9,82.4
SMA,20181213,63,0,83,947.7,0,318,-1.3,-3.3,1.4,73.2
SMA,20181214,33,0,100,951.5,0,0,-2,-2.7,-1.1,73.4
SMA,20181215,33,0,83,955,7.9,24,-2.6,-4.6,-1.1,75
SMA,20181216,15,6,100,948.9,0,0,0.2,-2.9,2.4,95.7
SMA,20181217,17,2,88,957.5,0,0,1.9,-0.5,4,94.2
SMA,20181218,28,1,100,957.8,0,5,-0.9,-2.3,1.6,96.6
SMA,20181219,22,0,100,952.1,2.9,0,1.6,-1.4,3.6,90.5
SMA,20181220,37,0,92,954.2,0,62,5,2.8,6.8,78.5
SMA,20181221,8,0,100,953,17.4,0,6.4,3,9.8,80.2
SMA,20181222,18,0,96,956.2,7.1,0,9.6,7.6,11,80.9
SMA,20181223,10,0,96,958.5,29.6,0,8.7,7.4,10,86.3
SMA,20181224,20,0,96,961.1,5.8,10,5.6,0,10,90.2
SMA,20181225,25,0,100,967.5,0,3,-0.1,-1.4,0.9,93.6
SMA,20181226,54,0,88,965.4,0,206,-0.9,-1.9,1,89.9
SMA,20181227,44,0,33,961.3,0,115,-1.1,-2.4,1.4,91.5
SMA,20181228,67,0,33,962.4,0,354,0.7,-1.7,4.7,89.4
SMA,20181229,12,0,46,966.5,0,0,0.1,-0.6,0.9,85.2
SMA,20181230,16,0,75,968.1,1.2,0,2.2,0.2,3.6,87.4
SMA,20181231,20,0,100,967.6,0.7,0,3.8,2.6,4.8,95.1
SMA,20190101,17,0,100,965.1,0.7,1,3.6,3,4.5,87.4
SMA,20190102,40,0,71,966.3,3,55,1.1,-2.7,4.1,76
SMA,20190103,57,1,75,969.4,0,243,-2.2,-4.9,-0.3,75.1
SMA,20190104,68,1,54,968.4,0,309,-0.8,-3.7,1.6,73.4
SMA,20190105,9,1,96,965.4,6.6,0,-0.1,-1.3,1.4,88
SMA,20190106,11,4,96,965.5,5.7,0,1.1,0.6,1.6,95
SMA,20190107,22,2,100,965.7,0.6,0,1.3,0.6,2.1,92.4
SMA,20190108,11,1,100,956,3.6,1,1.7,0,2.9,89.3
SMA,20190109,21,1,100,949.8,2.5,0,0.1,-2.5,1.9,89.5
SMA,20190110,16,2,100,955.3,5.1,0,-1.8,-3,-0.9,92.3
SMA,20190111,51,10,96,959.2,1.6,146,-2,-4,-0.6,87.2
SMA,20190112,16,11,50,958.2,5.2,0,0.7,-1.5,3.2,88.7
SMA,20190113,6,7,92,948.4,16.5,0,3.3,0.9,5.7,89.7
SMA,20190114,26,2,100,949,3.6,28,3.2,0.1,5.2,89.6
SMA,20190115,72,1,71,956.9,0,291,1.4,-1.1,4.4,85.7
SMA,20190116,85,0,25,949.6,0,441,1.7,-1.9,5.9,76.8
SMA,20190117,16,0,83,946,0.8,0,4.5,2,6.9,72.9
SMA,20190118,69,0,71,951.4,0,323,-0.6,-3.1,1.6,75.1
SMA,20190119,83,0,29,948.4,0,395,-2.8,-4.9,0.7,81.1
SMA,20190120,60,0,96,948,0,87,-1.5,-4.3,1.7,81.4
SMA,20190121,90,0,67,951.8,0,390,-0.9,-2.5,1.9,81.6
SMA,20190122,21,0,71,943.3,0,0,-1.9,-3.3,-1.2,80.8
SMA,20190123,65,0,67,932.2,0,164,-3.1,-5.7,-0.9,78.8
SMA,20190124,16,0,100,942.2,0.1,0,-2.7,-3.6,-1.8,76.9
SMA,20190125,91,0,75,950.5,0.8,328,-2.6,-5.1,0.6,63.7
SMA,20190126,35,5,100,948,0.1,4,0.5,-2.5,3,77.1
SMA,20190127,48,0,96,932.5,3.4,38,2.9,0.1,6.1,81.7
SMA,20190128,41,1,92,937.5,1.5,17,0.4,-0.4,1.6,79.2
SMA,20190129,89,0,38,939.6,0,318,-0.1,-2.7,2.6,73.1
SMA,20190130,54,0,63,932.7,0.2,167,0.2,-2.5,3.7,63.4
SMA,20190131,55,1,83,931.6,0.1,83,-1,-3.6,1.5,75.1
SMA,20190201,20,0,100,926.3,3.5,0,2.1,0.1,4.8,80.7
SMA,20190202,45,0,83,931.9,6.7,9,1.6,0.6,3.1,96
SMA,20190203,19,3,100,949.6,11.7,0,0,-1.1,2.2,94.9
SMA,20190204,80,6,88,961.1,0,181,-1.9,-4.2,0.3,90.4
SMA,20190205,48,5,100,961.8,0,0,-2.8,-4.2,-1.7,93
SMA,20190206,43,3,75,959.6,0,0,-3.3,-4.6,-1.9,92.7
SMA,20190207,30,3,100,953.5,7.3,1,-0.3,-4.4,2.9,92.3
SMA,20190208,109,1,25,953.2,0,427,2.5,-1.4,6.6,78.3
SMA,20190209,77,0,79,950.4,0,120,6.2,2.2,9.6,68.6
SMA,20190210,37,0,92,942.9,6.8,2,5.6,0.9,10.8,69.8
SMA,20190211,50,0,100,955.6,0.7,34,1.8,0.2,4.8,83.8
SMA,20190212,96,0,63,967.8,0,294,1.7,-1.3,5,76
SMA,20190213,130,0,8,969.3,0,546,1.4,-2.7,7.2,73.2
SMA,20190214,135,0,17,969.1,0,561,3.4,-1.1,10.4,72.3
SMA,20190215,138,0,0,965.9,0,565,3.9,-1,10.9,72
SMA,20190216,145,0,0,963.3,0,571,5.6,-0.6,13.5,59.2
SMA,20190217,148,0,8,960,0,577,6.4,1.3,13.6,50.4
SMA,20190218,145,0,4,955.8,0,568,6.4,1,13,52.2
SMA,20190219,134,0,13,956.3,0,539,7.1,2.3,12,62.8
SMA,20190220,133,0,17,958.9,0,507,6.1,1.8,12.2,65.5
SMA,20190221,144,0,17,963,0,569,7.6,1.8,14.3,58.7
SMA,20190222,60,0,88,967,0,16,8,4.2,11.6,70.5
SMA,20190223,135,0,29,967.3,0,392,4.8,0.4,9.5,62
SMA,20190224,161,0,4,968.3,0,610,3.4,-1.6,10,50.5
SMA,20190225,161,0,8,968.2,0,611,5.8,-0.6,13.8,56.7
SMA,20190226,160,0,21,966.6,0,562,6.8,1.1,14.7,68.1
SMA,20190227,161,0,8,961.1,0,616,8.4,1.6,17.1,56.3
SMA,20190228,157,0,21,956.2,0.1,591,10.6,4.6,18,52
SMA,20190301,27,0,96,953,8.4,1,6.8,5.3,9.2,79
SMA,20190302,73,0,92,954.2,0,55,7.2,5.1,9.7,74.4
SMA,20190303,139,0,29,950.9,0,377,9.4,4.7,14.3,59.7
SMA,20190304,37,0,88,942.6,1.5,66,7.8,3.6,13.1,54.8
SMA,20190305,138,0,58,948.1,0,340,7.2,3.3,11.1,55.7
SMA,20190306,129,0,67,942.3,0.2,294,7.9,2.4,13.3,52.7
SMA,20190307,114,0,63,941.5,2.3,274,8.8,5.5,13.3,58.7
SMA,20190308,61,0,100,952.6,2.6,73,6.4,5,8.5,73.2
SMA,20190309,62,0,100,956.2,4.9,2,8.5,6.1,10.8,72
SMA,20190310,52,0,100,951.9,3.3,51,9.7,5.6,13.9,74.6
SMA,20190311,58,0,92,958.2,2.9,95,2.7,-0.4,5.8,71.3
SMA,20190312,161,0,54,955.2,0.2,426,4.8,-0.1,9.1,51.5
SMA,20190313,114,0,88,950.1,3.4,220,4.4,2,9.1,72.2
SMA,20190314,32,0,100,948.7,13.6,0,3.7,2.9,4.8,83.5
SMA,20190315,23,0,100,950.6,19.8,0,7.9,4.5,10.2,85.6
SMA,20190316,195,0,25,950.9,0,573,11.8,7.5,16.9,55.7
SMA,20190317,86,0,75,945.9,2.2,168,8.1,2.5,15.4,58.6
SMA,20190318,102,0,75,954.9,2,91,3.2,0.5,7.8,76.7
SMA,20190319,132,0,38,960.6,0,243,2.9,-0.7,8.3,72.3
SMA,20190320,224,0,8,965.4,0,679,4.3,-1.2,10.1,57
SMA,20190321,227,0,8,964.3,0,683,5.8,-0.5,12.5,54.5
SMA,20190322,227,0,4,963.2,0,683,8.5,1.5,16.6,56.2
SMA,20190323,229,0,4,961.3,0,687,10.6,4.1,18.4,45.5
SMA,20190324,223,0,0,957.8,0,669,10.6,3.9,18,54.8
SMA,20190325,177,0,71,957.1,0.8,339,6.9,2.2,10.8,60.5
SMA,20190326,161,0,63,962.2,0,310,4,1.5,8.2,62.4
SMA,20190327,211,0,29,963.5,0,571,5.2,-0.2,11.9,59.9
SMA,20190328,235,0,17,963.8,0,625,7.4,-0.1,14,57.5
SMA,20190329,240,0,4,961.8,0,702,9.1,3,16.2,58.6
SMA,20190330,243,0,0,957.9,0,702,10.6,4.1,17.6,50.1
SMA,20190331,243,0,0,953.5,0,702,11.6,4.9,18.7,48.1
SMA,20190401,235,0,13,950.8,0,675,11,5.4,17,57.2
SMA,20190402,205,0,29,945.7,1,477,12.2,6.4,19.2,55.2
SMA,20190403,179,0,67,938.5,4.5,380,8.2,3.2,15.2,65.8
SMA,20190404,26,0,100,936,15.8,0,1.2,0,3.4,94.1
SMA,20190405,144,1,75,939.1,0,141,3.8,0.8,8,80.5
SMA,20190406,175,0,71,938.3,0,405,6.8,0.3,13.5,75.2
SMA,20190407,166,0,71,941.2,0,346,8.9,5.6,12.9,71.6
SMA,20190408,120,0,71,945.5,1.3,93,9.5,7.1,12.4,67.2
SMA,20190409,110,0,83,944.5,2.1,138,8.8,5.6,12.9,83.6
SMA,20190410,91,0,96,944.8,0.3,25,8.2,5.8,11.4,86.7
SMA,20190411,112,0,100,949.4,0,21,7.5,5.3,10.2,74.8
SMA,20190412,176,0,58,951.7,0,348,5.9,1.8,9.6,64.1
SMA,20190413,133,0,96,951.6,6.2,41,4.8,0.5,9.4,69.5
SMA,20190414,45,0,100,953.1,5.3,0,1.5,0,2.7,94.1
SMA,20190415,241,0,50,953.5,0,522,6.9,1,14,75.9
SMA,20190416,202,0,71,953.1,0.8,370,9.7,3.9,15.8,71
SMA,20190417,213,0,58,955.2,0.2,435,11.9,8,17.4,70.8
SMA,20190418,286,0,38,956,0,758,13.5,6.2,20.9,47.8
SMA,20190419,288,0,13,960.2,0,731,15,8.3,22.2,45.8
SMA,20190420,294,0,0,959.2,0,773,15.6,7.8,22.4,41.9
SMA,20190421,215,0,50,952.1,0,436,15.1,8.5,22.2,41.4
SMA,20190422,204,0,67,941.2,0,402,15.4,8.1,21.5,43.8
SMA,20190423,215,0,63,934.5,0,458,17,11.6,22.6,41.9
SMA,20190424,250,0,54,940.1,0,597,14.8,7.1,24.1,53
SMA,20190425,210,0,42,944.2,4.6,479,13.1,5.6,20.7,56
SMA,20190426,55,0,96,951.6,6.7,8,6.2,4.9,8.1,87.3
SMA,20190427,104,0,92,953.9,4.2,48,7.6,4.7,13.3,81.1
SMA,20190428,191,0,83,955.3,2.6,283,5.3,2.5,9.5,79.9
SMA,20190429,97,0,88,956.1,0.3,12,6.3,3.7,10.6,81.4
SMA,20190430,94,0,88,954.2,0,20,8.1,5.8,11.4,80.9
SMA,20190501,310,0,8,950.4,0,729,10.2,3.9,17.5,67.8
SMA,20190502,188,0,75,947.1,9.2,394,10.7,6.1,17.2,74.2
SMA,20190503,130,0,92,946.8,0,93,8.5,6.6,11.4,84.2
SMA,20190504,76,0,92,944,12.7,23,5.5,0.7,10.2,84.9
SMA,20190505,116,0,88,950.8,0.2,63,3.1,0.1,7.4,79.7
SMA,20190506,156,0,83,954.7,0,184,4.8,-0.3,9.5,67.2
SMA,20190507,295,0,63,951.4,1,622,8.2,0.8,14.6,60.3
SMA,20190508,60,0,100,942.7,23.7,0,8.6,6.3,10.5,89.7
SMA,20190509,233,0,67,941.2,6,349,10,4.7,15.3,76.3
SMA,20190510,177,0,88,947.6,1.7,170,11.1,7.5,15.9,80.3
SMA,20190511,112,0,96,949.7,1.5,41,10.4,7.1,13.9,78
SMA,20190512,207,0,75,962.5,0,296,8.4,5.3,13.3,63.7
SMA,20190513,189,0,50,964.3,0,299,8.2,3.9,12.4,65
SMA,20190514,299,0,50,959.8,0,640,8.4,4.1,13.6,50.9
SMA,20190515,203,0,96,954.6,0,226,7.5,3.9,12.1,62
SMA,20190516,287,0,33,947.7,0,611,8.5,3.1,13.4,67.7
SMA,20190517,266,0,58,941.6,9,625,11.4,4.4,19.7,73.6
SMA,20190518,185,0,54,940.9,5.5,128,12.6,8.4,17.9,79
SMA,20190519,140,0,79,940.5,12.7,50,12.7,10.1,16.9,84
SMA,20190520,19,0,100,942.8,38.6,0,10.6,9.9,11.4,95.5
SMA,20190521,72,0,100,949.5,8.4,0,10.8,9.5,12.1,93.3
SMA,20190522,275,0,58,953.9,0,529,13.6,9.8,18.4,66.4
SMA,20190523,345,0,29,953,0,843,14.1,7.7,20.6,60.8
SMA,20190524,297,0,42,950.1,0,799,15.7,8.6,21.9,60.8
SMA,20190525,147,0,96,951.5,3.5,106,13.7,11.8,19.3,82.9
SMA,20190526,235,0,75,951.5,0,358,15.1,10.4,20.2,72.3
SMA,20190527,200,0,88,946.4,0,187,15.9,12,19.3,65.6
SMA,20190528,82,0,96,946.4,6.7,11,11.2,8.4,14.5,82.9
SMA,20190529,153,0,96,955.5,3,103,10,7.7,15.2,87
SMA,20190530,300,0,8,960.9,0,465,13,7.3,19.5,68.6
SMA,20190531,340,0,25,960.3,0,715,16.8,10.8,22.7,56.3
SMA,20190601,355,0,4,957.2,0,852,18.9,11,26,57.1
SMA,20190602,356,0,0,953.5,0,852,20.9,13,27.9,54
SMA,20190603,305,0,38,952,0,589,21,15.6,28.8,59
SMA,20190604,336,0,17,947.2,0,815,22.6,15,29.7,55
SMA,20190605,318,0,50,943.1,0,649,23.4,16.9,29.3,46.7
SMA,20190606,118,0,88,949.9,0,64,12.7,10.3,16.1,71.8
SMA,20190607,301,0,42,949.2,0,493,15.5,8.8,26.4,69.6
SMA,20190608,346,0,17,958.5,0,710,16.7,12.4,21.9,45
SMA,20190609,94,0,100,956.4,2.3,70,13.4,9.9,15.4,77
SMA,20190610,81,0,100,950.5,48,53,13.9,11.9,17,94.3
SMA,20190611,87,0,75,946.9,3.5,53,13,9.2,15.5,88.2
SMA,20190612,255,0,83,947.6,3.9,354,14.6,10.6,20.1,75.9
SMA,20190613,298,0,46,951.1,0,685,17.4,12.1,22.9,59
SMA,20190614,266,0,71,950,0,475,20.3,12.8,25.5,58.1
SMA,20190615,259,0,75,952,26.2,424,18.1,12.6,24.1,70.4
SMA,20190616,178,0,83,956.8,0.2,208,15.7,12.6,20.4,78.8
SMA,20190617,325,0,29,953.8,0,663,18.4,11.8,24.8,73.7
SMA,20190618,290,0,38,951.3,0,551,20.7,14.7,27.4,65.5
SMA,20190619,342,0,8,948.5,0.1,795,22.2,14.9,28.6,53.4
SMA,20190620,169,0,88,951.2,12.2,255,17.3,14.3,22.2,81.8
SMA,20190621,187,0,79,953.1,2.7,194,17.9,13.6,22.5,80.5
SMA,20190622,96,0,96,952.4,10.7,0,16.6,15.1,18.8,92.9
SMA,20190623,326,0,58,953.3,0,639,19.5,15,25.2,76.7
SMA,20190624,352,0,29,954.6,0,791,22.6,15.5,29.4,67.9
SMA,20190625,341,0,8,956.3,0,816,25,17.5,32.5,66.6
SMA,20190626,339,0,0,959,0,827,26.9,20.3,34.3,60
SMA,20190627,329,0,4,958.2,0,794,27.6,21.1,34,60.5
SMA,20190628,352,0,17,956.7,0,829,24.5,19.3,30,48.3
SMA,20190629,363,0,0,954.1,0,861,24.3,17.6,31.3,51.2
SMA,20190630,343,0,4,953.9,0,824,27,19.5,34,56
SMA,20190701,316,0,38,953.9,20.8,653,26.5,17.7,31.1,53.8
SMA,20190702,234,0,50,954.7,0.9,382,21.3,17.6,26.5,76.4
SMA,20190703,297,0,58,954.9,0,631,20.5,16.8,25.5,60.6
SMA,20190704,347,0,17,955.5,0,820,20.9,14.9,26.5,53.2
SMA,20190705,349,0,17,953.6,0,853,22.9,16.8,29.5,51.6
SMA,20190706,174,0,42,950.1,8.1,383,20.7,17,25,67.7
SMA,20190707,248,0,71,949.3,0,439,20.5,15.4,26.5,70.9
SMA,20190708,190,0,71,952,0,137,18.4,15.5,22.4,75.2
SMA,20190709,250,0,54,952.5,0,318,17.1,13.7,22.1,60.2
SMA,20190710,351,0,13,953.5,0,840,16.5,10.1,22,53.1
SMA,20190711,128,0,96,951.5,0.8,66,16.3,13.6,20.1,73.8
SMA,20190712,185,0,92,950.4,5.1,230,18.3,14,22.7,72
SMA,20190713,284,0,29,953.2,0,558,17.3,13.3,22.2,64.9
SMA,20190714,298,0,79,950.7,22,615,17,11.9,23.3,70.3
SMA,20190715,199,0,75,951,0,263,16.7,12.7,22.7,76
SMA,20190716,342,0,17,952.4,0,803,19.1,12.1,25.7,60.9
SMA,20190717,322,0,33,950,0,790,20.3,13.9,26.8,51.9
SMA,20190718,308,0,63,950,0,599,21.2,15,27,47.7
SMA,20190719,313,0,50,952,0,728,22.1,18.1,27.2,54.4
SMA,20190720,287,0,46,952.3,3.9,650,23.5,16.6,30.6,56.9
SMA,20190721,246,0,67,957.9,7.3,474,21.9,17.6,26.7,73
SMA,20190722,292,0,58,959.3,0,670,23.4,17.9,29.5,63.3
SMA,20190723,332,0,8,956.1,0,836,24.6,17.8,31.2,57.7
SMA,20190724,325,0,4,953.5,0,826,26.8,19.6,34.2,52.9
SMA,20190725,309,0,38,951.7,0,668,27,20.6,34.7,53.4
SMA,20190726,292,0,54,947.4,0.4,626,26.3,20,32.6,52
SMA,20190727,212,0,83,941.1,2.7,286,20.5,16.6,26.5,73.6
SMA,20190728,29,0,100,941.9,20,0,16,14.5,17.4,95
SMA,20190729,228,0,88,948.3,0,317,18.4,14.4,23.6,77
SMA,20190730,324,0,13,951,4.5,794,20.9,15,27.2,65.9
SMA,20190731,155,0,88,954.4,0,202,17.8,14.5,22.1,74
SMA,20190801,302,0,63,953.1,0,646,19.6,14.5,24.9,60.1
SMA,20190802,145,0,92,951.8,1.1,182,18.1,15.7,21.7,72
SMA,20190803,287,0,54,952.4,0,607,19.8,14.9,25,60.7
SMA,20190804,307,0,4,952.1,0,770,20.4,13.5,27.3,59.9
SMA,20190805,271,0,54,950.6,7.2,503,23.3,18.4,30.1,60.5
SMA,20190806,110,0,96,950.1,11.8,127,19.4,17.3,24.1,85.6
SMA,20190807,61,0,83,948.3,6.9,58,18,16.8,19.6,88.8
SMA,20190808,281,0,46,950.4,0,663,20.2,16.3,26.1,72.4
SMA,20190809,282,0,21,949.1,16.5,627,23.8,16.3,31.5,66.5
SMA,20190810,126,0,92,954.4,4.5,144,18.7,15.6,21.9,86.9
SMA,20190811,270,0,38,952.3,7.1,609,19.3,14.7,26.9,77.9
SMA,20190812,74,0,100,953.6,6.8,14,15.2,13.2,18.2,91.9
SMA,20190813,157,0,92,955.5,0,138,15.4,12.3,19.1,72.2
SMA,20190814,259,0,46,954.8,0,640,15.8,10.6,21.3,63.9
SMA,20190815,163,0,63,953.2,1.5,223,16.6,13,21.8,74.2
SMA,20190816,258,0,42,954.2,0,696,17.8,13.1,23,66.6
SMA,20190817,132,0,96,950.8,0,55,19.3,15.1,23,69.4
SMA,20190818,282,0,8,948.4,20.2,718,22.8,16.6,30.8,62.5
SMA,20190819,138,0,100,954.5,25.1,112,17.8,15.3,22.5,88.3
SMA,20190820,41,0,96,959,13.1,0,14.3,11.9,15.9,94.9
SMA,20190821,168,0,79,961.1,0,168,14.9,10.6,19.5,81.4
SMA,20190822,87,0,67,960,0,152,14.5,11.8,18.3,87.6
SMA,20190823,116,0,88,959.1,0,90,15.8,12.7,20.8,86.3
SMA,20190824,235,0,38,956.3,0,486,18,13.2,24.1,79.8
SMA,20190825,277,0,13,955.4,0,763,20.1,14.2,27.5,69.7
SMA,20190826,273,0,17,954.6,0,745,20.5,14.3,27.5,67.5
SMA,20190827,257,0,29,953.9,0,693,21.8,15.2,28.5,65.1
SMA,20190828,199,0,58,953.8,0,362,22.8,19.6,27.4,66.8
SMA,20190829,178,0,58,956.5,0,347,20.5,17.4,24,75.8
SMA,20190830,257,0,13,957.1,0,745,21.2,16,27.7,72.2
SMA,20190831,215,0,21,952.2,0,578,21.3,16.5,28.7,72.7
SMA,20190901,115,0,100,951.8,14.4,116,19.1,15.6,23.7,76.6
SMA,20190902,44,0,100,957.3,0.3,0,14.3,11.2,15.6,90.3
SMA,20190903,255,0,21,959.5,0,682,14.8,10.1,20.9,75.4
SMA,20190904,255,0,4,954,0,732,17.2,11.3,24,69
SMA,20190905,63,0,83,955.6,2.2,140,13.7,11.4,16.2,77.9
SMA,20190906,63,0,100,956.9,0.1,5,12.1,10.4,14.5,88
SMA,20190907,159,0,71,954.6,18.3,225,13.8,10.8,18.1,78.2
SMA,20190908,47,0,100,952.5,23.2,0,10,9.1,11.5,94
SMA,20190909,175,0,88,951.6,0,333,11.7,9,16,76.8
SMA,20190910,223,0,42,952.1,0,631,13.9,9.6,19.9,73.8
SMA,20190911,214,0,42,959.8,0,502,14.8,9.3,21,73.8
SMA,20190912,231,0,8,965.9,0,716,17,12,23.2,68.5
SMA,20190913,231,0,13,966.1,0,709,17.9,11.8,24.7,73.2
SMA,20190914,183,0,33,963.8,0,461,17.8,13,23.7,81.6
SMA,20190915,212,0,33,959.9,0,581,19.3,14.3,26.1,79.5
SMA,20190916,216,0,21,955.8,0,667,20.3,15,27.2,72.4
SMA,20190917,209,0,29,954.6,0,640,18.7,14.7,25,65.2
SMA,20190918,142,0,46,956.9,0,223,13.4,9.6,17.8,64.4
SMA,20190919,222,0,17,959.4,0,686,11.7,7.1,17.2,58.3
SMA,20190920,219,0,8,959.3,0,687,11.5,5.7,17.8,61.9
SMA,20190921,208,0,0,953.9,0,682,13.7,6.6,21.5,73.4
SMA,20190922,155,0,46,947.9,4.6,386,17.4,12.4,23.4,74.6
SMA,20190923,81,0,75,953.3,10.7,129,13,10.5,16,91.9
SMA,20190924,86,0,100,949.6,2.2,46,12.4,9.5,14.9,91.1
SMA,20190925,149,0,96,947.9,5.1,263,14.7,12.7,19.1,78.6
SMA,20190926,54,0,96,951.4,0.7,14,14.3,12.1,16.8,91.4
SMA,20190927,150,0,67,951.2,8.6,376,16.5,12.9,22.4,80.3
SMA,20190928,150,0,50,954.4,0,316,14.4,12,18.6,74.7
SMA,20190929,183,0,38,947.9,0,566,16.9,10.2,22.2,62.8
SMA,20190930,144,0,63,950.6,0,380,15,10.6,19.6,71.6
SMA,20191001,187,0,58,945.6,5.2,582,15.6,10.5,23,76.2
SMA,20191002,65,0,100,947,6.3,49,11.7,5.9,15.9,86.2
SMA,20191003,146,0,54,953.8,0,425,8.3,5.1,12.9,79
SMA,20191004,46,0,92,948,6.3,10,9.6,6.4,11.9,87.2
SMA,20191005,54,0,96,950.1,4.8,1,11.1,8.5,14,89.4
SMA,20191006,46,0,100,949.9,12.7,1,11,8.5,13.8,92.4
SMA,20191007,120,0,71,953.5,0,271,10,7.3,13.6,83.1
SMA,20191008,98,0,92,950.8,16.5,162,12.9,8.7,17.1,75.8
SMA,20191009,16,0,92,950.5,25.1,0,10.9,9.4,13.9,90.1
SMA,20191010,104,0,88,955.1,0.2,253,11.4,8,15.5,71.4
SMA,20191011,166,0,21,955.5,0,618,11.4,7.2,17.5,76.5
SMA,20191012,144,0,63,953.7,0,563,14.7,9.1,20.8,69.4
SMA,20191013,139,0,21,952.9,0,561,15.8,11.9,21.8,71
SMA,20191014,153,0,13,950.5,0,608,15.1,10.8,21.7,80.2
SMA,20191015,51,0,92,946.2,14.4,45,11.8,8.9,16.4,85.6
SMA,20191016,153,0,38,951.9,0,612,10.9,7.8,15.7,73.8
SMA,20191017,134,0,67,951.6,0.7,428,13.1,8.3,18,72.4
SMA,20191018,68,0,100,949.8,8.7,138,12.8,11,16.2,87.9
SMA,20191019,63,0,83,946.3,3.3,78,11.9,10,15,94.2
SMA,20191020,77,0,96,944.6,0,143,11.3,8.9,15.3,93.9
SMA,20191021,53,0,100,954.6,1.3,11,12.9,11.1,15.1,91
SMA,20191022,36,0,100,956.9,0,0,12.4,11.1,13.9,93.2
SMA,20191023,91,0,83,949.4,0,190,12.8,10.6,16.3,86.6
SMA,20191024,55,0,92,949.3,0.6,44,13.2,11.2,16.1,85.8
SMA,20191025,95,0,71,957.6,0,301,12.5,9.1,17.1,82.6
SMA,20191026,116,0,33,957,0,410,12,8,18.5,85.7
SMA,20191027,113,0,38,956.3,0.7,507,14.2,9.7,19.2,75.7
SMA,20191028,24,0,100,953.8,7.9,0,10.4,7.1,12.9,95.5
SMA,20191029,20,0,100,954.2,6.5,0,6.9,5.9,7.8,95.8
SMA,20191030,18,0,100,956.5,10.4,0,6,5.7,6.7,96.2
SMA,20191031,27,0,100,954.2,0,0,6.3,5.1,7.4,96.3
SMA,20191101,36,0,100,947.4,3.8,0,9.6,6.5,12,94.9
SMA,20191102,66,0,83,936.2,3.8,108,12.6,10.2,15.9,85.1
SMA,20191103,22,0,100,928.2,3.6,0,9.4,8.1,11.1,89.2
SMA,20191104,68,0,58,932.8,1.8,175,10,7.5,13.3,75.7
SMA,20191105,62,0,96,935.2,4.2,127,8.1,5.8,11.2,85.9
SMA,20191106,26,0,96,940.7,0,25,7,5.9,8.4,82.8
SMA,20191107,41,0,79,940,8.6,74,5.6,2.4,8.2,85.4
SMA,20191108,13,0,100,940.8,10.6,0,3.4,2,4.3,94.2
SMA,20191109,54,0,92,945.3,0,47,4,0.9,7.7,89.2
SMA,20191110,63,0,83,946.5,0,165,1.8,-1,5,91.1
SMA,20191111,72,0,71,945.6,0.3,178,3.5,1.3,6.4,80.9
SMA,20191112,82,0,50,942.3,0,372,4.8,1.6,8,73.3
SMA,20191113,42,0,96,940.2,0,46,3.2,0.7,6.1,76.1
SMA,20191114,59,0,75,935.2,0,173,2.7,-0.8,5.2,77.2
SMA,20191115,42,0,83,934.9,0.4,32,3.3,0.9,6.3,82.3
SMA,20191116,73,0,38,943.5,0.1,276,3,0.4,7.1,87
SMA,20191117,12,0,100,940.5,4,0,2.7,1.9,3.7,93.3
SMA,20191118,55,0,63,946,0,133,3.8,1.3,7.3,76.2
SMA,20191119,45,0,79,951,0,119,2.9,0.2,5.4,82.7
SMA,20191120,13,0,100,948.3,0,0,3.9,3.1,4.9,83
SMA,20191121,19,0,100,944.4,0,0,3.5,2.7,4.1,86.7
SMA,20191122,70,0,88,941.1,0,257,3.7,2.3,6.5,87.7
SMA,20191123,20,0,92,932.5,0,0,7.7,1.9,15,67.8
SMA,20191124,42,0,100,941.5,0,65,6.9,5.2,9.2,79.2
SMA,20191125,17,0,100,945.4,0.1,0,6.1,5.3,6.8,92.3
SMA,20191126,53,0,88,943.4,0.2,63,6.9,4.4,10.5,92.5
SMA,20191127,53,0,79,936.7,6.4,139,8.2,4.4,11.5,80.8
SMA,20191128,22,0,100,939.3,5.3,0,8,6.5,10,76.9
SMA,20191129,16,0,100,947.3,9.8,1,6.2,3,8.2,87.3
SMA,20191130,42,0,71,954.9,0,58,2.6,0.7,5.6,86.1
